ID,Name,Age,Gender,DOB,City,Country,Income,Income_in_thousands,Marital_Status,Employment_Status,Num_Children,Education_Level,Health_Status,Height,Weight,BMI,Has_DL,Owns_Vehicle,Blood_Group,Smoker,Alcohol_Consumption,Last_Physical_Checkup,Email,Phone_Number,Allergies,Credit_Score,Life_Insurance,Health_Insurance
5549,"William Moore",33,Male,1992-03-22,Toronto,Canada,107625.47,107.63,Widowed,Unemployed,4,PhD,Good,1.51,73.51,32.24,0,0,A-,1,Often,2021-02-17,william.moore@gmail.com,+14547111534,Pollen,555,1,1
5550,"Carol Rice",62,Female,1963-12-26,"Abu Dhabi","United Arab Emirates",94556.98,94.56,Single,Retired,0,PhD,Fair,1.74,53.66,17.72,1,0,B-,0,Rarely,2020-04-10,carol.rice@gmail.com,+971685334694,None,788,1,0
5551,"Felicia Johnson",41,Female,1984-04-09,"Saint Petersburg",Russia,134738.18,134.74,Single,Employed,0,PhD,Good,1.68,95.08,33.69,0,0,B+,1,Rarely,2020-04-22,felicia.johnson@gmail.com,+72836950414,Nuts,461,1,1
5552,"Benjamin Wilson",69,"Prefer not to say",1956-08-07,Mumbai,India,119702.59,119.70,Married,Retired,0,Master,Poor,1.54,85.12,35.89,0,0,B-,0,Never,2022-04-06,benjamin.wilson@yahoo.com,+916203484756,None,822,0,1
5553,"William Turner",23,Male,2002-05-25,Tokyo,Japan,37076.17,37.08,Divorced,Employed,2,"High School",Fair,1.67,78.13,28.01,0,0,O-,0,Never,2023-08-01,william.turner@gmail.com,+811220447990,Pollen,359,1,1
5554,"Nathan Pham",53,Male,1972-06-03,Rome,Italy,88284.17,88.28,Single,Unemployed,5,Master,Good,2.00,91.93,22.98,1,1,AB+,1,Never,2023-08-05,nathan.pham@yahoo.com,NULL,Nuts,358,1,1
5555,"Christopher Miller",59,Male,1966-07-21,Munich,Germany,123057.21,123.06,Single,Employed,0,Bachelor,Good,1.63,NULL,NULL,1,0,A+,1,Never,2022-09-27,christopher.miller@outlook.com,+497663472024,Dairy,541,0,0
5556,"Charles Swanson",51,Male,1974-03-26,Chicago,"United States",149755.39,149.76,Widowed,Employed,0,Bachelor,Fair,1.75,67.03,21.89,1,1,B-,0,Rarely,2023-08-04,charles.swanson@outlook.com,+12785205231,None,420,1,1
5557,"Rachel Carroll",NULL,Female,2004-06-29,Bangkok,Thailand,143122.41,143.12,Married,Unemployed,0,Bachelor,Poor,1.93,74.22,19.93,1,0,A+,0,Never,2023-09-23,rachel.carroll@outlook.com,+66590375079,Nuts,324,1,0
5558,"Alyssa Bryan",49,Female,1976-02-01,Sydney,Australia,63037.40,63.04,Widowed,Self-employed,3,PhD,Good,1.90,106.14,29.40,0,0,A+,1,Rarely,2023-07-26,alyssa.bryan@gmail.com,NULL,Dairy,667,1,0
5559,"Joel Villa",27,"Prefer not to say",1998-01-14,Chicago,"United States",134098.50,134.10,Married,Employed,3,Master,Fair,1.67,59.98,21.51,0,0,AB-,1,Often,2022-11-03,joel.villa@hotmail.com,+15902077689,Nuts,758,0,0
5560,"Christina Salas",52,Female,1973-08-07,Houston,"United States",97770.10,97.77,Widowed,Self-employed,1,PhD,Good,1.84,108.26,31.98,1,1,A+,1,Never,2021-06-13,christina.salas@yahoo.com,+16423076793,None,550,1,1
5561,"Samantha Lucero",67,Female,1958-05-23,Bangkok,Thailand,59702.34,59.70,Single,Retired,4,Master,Poor,1.76,92.95,30.01,1,0,O+,0,Often,2023-06-09,samantha.lucero@gmail.com,+66808806270,Dairy,606,1,1
5562,"Derrick Sampson",35,Male,1990-09-03,Singapore,Singapore,101420.84,101.42,Divorced,Unemployed,0,PhD,Fair,1.84,67.97,20.08,0,0,O-,1,Often,2022-10-14,derrick.sampson@hotmail.com,NULL,Nuts,457,1,0
5563,"Brittany Liu",35,Non-binary,1990-10-20,Bangkok,Thailand,34717.87,34.72,Single,Self-employed,0,PhD,Excellent,1.71,74.08,25.33,1,0,B-,0,Never,2023-10-23,brittany.liu@outlook.com,+66487596617,Shellfish,808,0,1
5564,"Paige Tyler",24,Female,2001-09-26,"Saint Petersburg",Russia,49479.49,49.48,Divorced,Self-employed,1,"High School",Excellent,1.80,57.68,17.80,1,0,AB-,0,Rarely,2020-07-05,paige.tyler@outlook.com,+73973449914,Nuts,528,1,0
5565,"Aaron Wise",-10,"Prefer not to say",1965-08-22,Paris,France,64014.96,64.01,Single,Retired,0,PhD,Fair,1.60,81.71,31.92,1,0,A-,1,Often,2021-07-01,aaron.wise@hotmail.com,+33622089582,Dairy,406,1,0
5566,"Martha King",32,Female,1993-09-30,Phoenix,"United States",60358.39,60.36,Divorced,Self-employed,0,Master,Fair,NULL,92.05,NULL,0,0,B+,1,Often,2023-04-02,martha.king@hotmail.com,+19167915917,Nuts,630,1,1
5567,"Amy Martin",45,Female,1980-07-27,Osaka,Japan,125337.56,125.34,Divorced,Employed,0,PhD,Fair,1.74,103.93,34.33,1,1,B+,1,Never,2021-10-11,amy.martin@hotmail.com,+816860161344,Pollen,586,1,1
5568,"Anna Lucero",40,Female,1985-07-01,Dubai,"United Arab Emirates",61040.21,61.04,Married,Unemployed,2,Bachelor,Excellent,1.61,65.63,25.32,1,1,AB+,1,Occasionally,2022-02-08,anna.lucero@outlook.com,+971940051106,None,715,1,1
5569,"Nicholas Moore",52,Male,1973-02-16,Berlin,Germany,131174.24,131.17,Married,Employed,3,Bachelor,Fair,1.95,80.37,21.14,1,1,A-,1,Occasionally,2021-10-13,nicholas.moore@outlook.com,+499916645770,Pollen,643,0,1
5570,"Alison Sexton",74,Female,1951-12-17,Paris,France,48603.85,48.60,Widowed,Retired,0,Bachelor,Fair,1.53,66.76,28.52,0,0,AB+,1,Occasionally,2022-12-15,alison.sexton@gmail.com,+33696509655,Nuts,654,0,1
5571,"Tammy Smith",52,"Prefer not to say",1973-05-06,Birmingham,"United Kingdom",33316.13,33.32,Widowed,Employed,5,Master,Good,1.80,58.61,18.09,1,1,O-,0,Rarely,2022-03-04,tammy.smith@outlook.com,+440666581077,Shellfish,631,1,0
5572,"Sandra Miller",45,Female,1980-10-28,Beijing,China,131612.64,131.61,Married,Employed,0,Master,Fair,1.81,85.89,26.22,0,0,A+,0,Never,2022-09-12,sandra.miller@yahoo.com,+8663020485016,Pollen,430,0,0
5573,"Kelly Delacruz",35,Female,1990-01-04,Shanghai,China,41504.90,41.50,Widowed,Unemployed,5,Bachelor,Poor,1.78,117.53,37.09,0,0,O-,1,Never,2023-08-07,kelly.delacruz@hotmail.com,+8647570090033,Shellfish,477,1,1
5574,"Matthew Salazar",28,Male,1997-01-23,Rome,Italy,66244.96,66.24,Widowed,Employed,1,Master,Excellent,1.79,117.03,36.53,0,0,B-,1,Rarely,2022-05-01,matthew.salazar@gmail.com,+390743845674,Dairy,454,1,0
5575,"John Alvarado",52,Male,1973-05-13,London,"United Kingdom",72460.36,72.46,Married,Employed,1,Master,Excellent,1.78,74.54,23.53,0,0,O+,0,Rarely,2021-08-21,john.alvarado@hotmail.com,+449012818864,Pollen,734,1,0
5576,"Mary Romero",32,Female,1993-05-19,Sydney,Australia,69868.60,69.87,Single,Unemployed,0,PhD,Poor,1.57,93.60,37.97,1,1,AB+,1,Never,2021-01-09,mary.romero@hotmail.com,NULL,Shellfish,665,1,1
5577,"Dawn Jones",58,Female,1967-02-22,Toronto,Canada,134563.18,134.56,Single,Unemployed,0,PhD,Good,1.94,65.58,17.42,0,0,A-,0,Rarely,2023-03-27,dawn.jones@yahoo.com,+10486462988,Dairy,751,0,1
5578,"Nancy Frye",53,Female,1972-01-13,"Chiang Mai",Thailand,71035.26,71.04,Married,Unemployed,2,Bachelor,Poor,1.62,82.95,31.61,0,0,AB+,0,Often,2023-08-25,nancy.frye@gmail.com,+66433627777,Pollen,608,1,1
5579,"Terry Elliott",34,Male,1991-12-05,Melbourne,Australia,116650.31,116.65,Widowed,Self-employed,0,PhD,Good,1.89,86.94,24.34,0,0,O-,0,Often,2023-03-02,terry.elliott@yahoo.com,+61461252890,None,847,0,0
5580,"Tina Dalton",72,Female,1953-05-02,"Chiang Mai",Thailand,74863.54,74.86,Widowed,Retired,0,PhD,Poor,1.85,67.77,19.80,0,NULL,AB+,1,Rarely,2022-01-05,tina.dalton@outlook.com,+66291799299,Pollen,606,0,1
5581,"Ian Rice",68,Male,1957-12-12,Osaka,Japan,62939.72,62.94,Single,Retired,0,Bachelor,Excellent,1.77,103.84,33.15,1,1,O+,1,Occasionally,2021-05-18,ian.rice@gmail.com,+811310195273,Shellfish,827,1,1
5582,"Brian Shaw",NULL,NULL,1970-02-27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,brian.shaw@yahoo.com,NULL,NULL,NULL,NULL,NULL
5583,"Hunter Peterson Jr.",47,Male,1978-10-03,Rome,Italy,149572.56,149.57,Divorced,Self-employed,0,PhD,Fair,1.62,89.13,33.96,0,0,AB-,0,Rarely,2021-05-30,hunter.jr.@gmail.com,+390577930279,Nuts,575,1,0
5584,"Angela Diaz",31,Female,1994-09-28,Bangkok,Thailand,75917.89,75.92,Widowed,Self-employed,2,Bachelor,Poor,1.89,72.82,20.39,1,1,A-,0,Rarely,2020-12-12,angela.diaz@hotmail.com,+66497068383,Pollen,714,1,0
5585,"Harold Kelly",39,Male,1986-11-03,Mumbai,India,72065.98,72.07,Married,Employed,0,Master,Fair,1.63,103.12,38.81,1,1,A-,1,Occasionally,2021-09-09,harold.kelly@gmail.com,+913964549240,Pollen,622,0,0
5586,"Michelle Montgomery",20,Female,2005-03-14,"Chiang Mai",Thailand,44626.34,44.63,Widowed,Self-employed,0,Bachelor,Fair,1.54,67.53,28.47,0,0,O-,1,Often,2021-04-19,michelle.montgomery@yahoo.com,+66763245359,Pollen,548,0,0
5587,"Michael Zhang",63,Non-binary,1962-01-14,Osaka,Japan,32107.86,32.11,Divorced,Retired,2,Bachelor,Excellent,1.89,117.49,32.89,0,0,AB+,1,Rarely,2021-10-24,michael.zhang@outlook.com,+810488211493,Nuts,375,0,1
5588,"William Garcia",31,"Prefer not to say",1994-01-02,Sydney,Australia,43864.98,43.86,Single,Employed,0,Master,Poor,1.57,67.14,27.24,0,0,A+,0,Never,2022-01-21,william.garcia@gmail.com,+61502367134,Pollen,463,0,1
5589,"Rachel Evans",55,Female,1970-04-10,Kyoto,Japan,116346.73,116.35,Widowed,Employed,3,Master,Excellent,1.98,73.08,18.64,1,1,B-,1,Often,2021-07-26,rachel.evans@yahoo.com,+811238414271,Dairy,322,1,0
5590,"Lee Kim",42,Male,1983-03-16,Rome,Italy,78838.36,78.84,Single,Self-employed,0,PhD,Fair,NULL,91.31,NULL,0,0,AB+,0,Often,2023-04-16,lee.kim@hotmail.com,+392016636014,Shellfish,425,0,1
5591,"Richard Arias",33,Male,1992-01-28,Kyoto,Japan,118871.94,118.87,Widowed,Self-employed,0,Master,Good,1.88,65.78,18.61,1,0,A-,0,Rarely,2021-04-06,richard.arias@hotmail.com,+812195032965,Pollen,370,0,1
5592,"Julia Lopez",69,Female,1956-03-16,Chicago,"United States",129515.21,129.52,Divorced,Retired,3,Bachelor,Excellent,1.63,115.14,43.34,0,0,O-,1,Occasionally,2023-06-28,julia.lopez@outlook.com,+17875798949,Shellfish,316,1,0
5593,"Aaron Wagner",66,Male,1959-12-26,Osaka,Japan,97278.84,97.28,Divorced,Retired,0,Bachelor,Fair,1.66,87.56,31.78,0,0,AB+,0,Occasionally,2022-09-09,aaron.wagner@hotmail.com,+819351025385,Nuts,673,0,0
5594,"Jacob Martinez",54,Male,1971-03-14,Munich,Germany,75489.06,75.49,Single,Unemployed,0,Bachelor,Excellent,1.82,69.59,21.01,1,0,O-,0,Rarely,2022-07-30,jacob.martinez@outlook.com,+494064079537,None,413,0,0
5595,"Keith Snyder",52,"Prefer not to say",1973-09-12,Paris,France,122715.63,122.72,Single,Self-employed,0,Bachelor,Poor,1.66,81.61,29.62,1,0,A+,1,Never,2023-06-02,keith.snyder@yahoo.com,+33450847946,None,415,0,0
5596,"Gregory Pearson Jr.",25,"Prefer not to say",2000-01-31,Tokyo,Japan,68862.19,68.86,Married,Employed,0,Bachelor,Excellent,1.69,88.25,30.90,1,0,B+,1,Rarely,2020-03-14,gregory.jr.@yahoo.com,+818046320302,Nuts,799,0,0
5597,"Bradley Mckay",23,Male,2002-10-03,"Abu Dhabi","United Arab Emirates",145283.98,145.28,Married,Unemployed,1,"High School",Fair,1.54,62.95,26.54,1,0,AB-,0,Rarely,2022-07-14,bradley.mckay@outlook.com,+971460306034,None,614,0,0
5598,"Erik Arellano",33,Male,1992-05-25,Moscow,Russia,115858.27,115.86,Single,Unemployed,-4,Master,Fair,1.69,117.89,41.28,1,0,A+,0,Rarely,2022-09-08,erik.arellano@outlook.com,+79165971266,Nuts,436,0,1
5599,"John Stevens",25,"Prefer not to say",2000-12-21,London,"United Kingdom",113642.52,113.64,Widowed,Employed,3,Bachelor,Fair,1.85,88.52,25.86,0,0,O-,0,Rarely,2021-05-27,john.stevens@hotmail.com,+447441070354,None,350,1,0
5600,"George Hughes",36,"Prefer not to say",1989-05-21,"Abu Dhabi","United Arab Emirates",77061.09,77.06,Widowed,Employed,0,PhD,Good,1.97,60.72,15.65,0,0,O-,0,Never,2020-07-03,george.hughes@outlook.com,+971734750025,Shellfish,543,0,1
5601,"Mx. Allison Mann PhD",64,Non-binary,1961-08-09,Beijing,China,50675.92,50.68,Single,Retired,0,PhD,Poor,1.96,60.74,15.81,0,0,B-,1,Occasionally,2020-10-12,mx..phd@outlook.com,+8661501680842,Pollen,326,1,1
5602,"Kimberly Duncan",46,Female,1979-06-29,Mumbai,India,110902.20,110.90,Single,Employed,0,PhD,Good,1.67,53.18,19.07,0,0,B-,0,Occasionally,2023-04-20,kimberly.duncan@gmail.com,+916033344661,Shellfish,796,1,1
5603,"Eric Johnson",59,"Prefer not to say",1966-11-05,Melbourne,Australia,100003.97,100.00,Married,Unemployed,1,Master,Poor,1.68,64.66,22.91,1,1,B+,0,Rarely,2023-06-28,eric.johnson@yahoo.com,+61185543978,Shellfish,652,0,0
5604,"Adam Watson",40,Male,1985-01-31,Mumbai,India,112535.88,112.54,Married,Employed,0,PhD,Poor,1.74,97.67,32.26,1,0,A+,1,Rarely,2021-12-28,adam.watson@outlook.com,+912851608753,Shellfish,526,1,0
5605,"Robert Payne",46,"Prefer not to say",1979-08-07,Sydney,Australia,144575.14,144.58,Married,Self-employed,5,PhD,Excellent,1.54,81.08,34.19,0,0,AB+,0,Never,2022-06-23,robert.payne@outlook.com,+61590508520,None,795,0,1
5606,"Eric Guzman",31,Male,1994-12-28,Milan,Italy,91945.53,91.95,Single,Self-employed,0,Bachelor,Excellent,1.90,NULL,NULL,1,0,B-,0,Rarely,2021-11-06,eric.guzman@yahoo.com,+395639611529,Shellfish,709,1,1
5607,"Heather Lutz",30,Female,1995-02-27,Moscow,Russia,114448.98,114.45,Divorced,Self-employed,4,Bachelor,Excellent,1.72,119.96,40.55,0,0,O-,0,Often,2021-12-11,heather.lutz@gmail.com,+77798071127,Pollen,609,1,1
5608,"Jennifer Hall",66,Female,1959-12-31,Delhi,India,46497.62,46.50,Divorced,Retired,0,Master,Excellent,1.98,79.31,20.23,1,1,B-,1,Occasionally,2021-10-13,jennifer.hall@outlook.com,+912538989274,Dairy,307,1,0
5609,"Garrett Ochoa",39,"Prefer not to say",1986-05-21,Chicago,"United States",33182.49,33.18,Widowed,Employed,2,Master,Poor,1.71,106.98,36.59,1,0,A+,1,Often,2022-02-27,garrett.ochoa@hotmail.com,+18068866516,Pollen,846,0,0
5610,"William Perez",70,Male,1955-02-03,Houston,"United States",139730.93,139.73,Single,Retired,0,Master,Good,1.93,70.97,19.05,1,1,A+,0,Rarely,2020-05-03,william.perez@outlook.com,+11203940334,Pollen,847,0,1
5611,"James Patel",61,Non-binary,1964-09-05,Dubai,"United Arab Emirates",34327.42,34.33,Single,Retired,0,PhD,Excellent,1.67,73.78,26.45,1,0,A-,0,Occasionally,2020-08-04,james.patel@outlook.com,+971873710717,Pollen,563,0,1
5612,"Joseph Lang",NULL,NULL,1964-03-12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,joseph.lang@hotmail.com,NULL,NULL,NULL,NULL,NULL
5613,"Brooke Berry",38,Female,1987-05-24,Rome,Italy,59688.78,59.69,Single,Unemployed,0,PhD,Good,1.59,52.23,20.66,0,0,B-,0,Rarely,2021-03-11,brooke.berry@outlook.com,+398189679222,None,725,0,1
5614,"Eduardo Thomas",NULL,NULL,1994-10-07,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,eduardo.thomas@hotmail.com,NULL,NULL,NULL,NULL,NULL
5615,"Mx. Michelle Brown",NULL,Non-binary,1977-05-02,Paris,France,125654.64,125.65,Widowed,Self-employed,0,Master,Good,1.84,NULL,NULL,1,0,O+,1,Often,2022-08-17,NULL,+33805591731,Pollen,498,0,0
5616,"David Romero",43,Male,1982-10-13,Delhi,India,136414.36,136.41,Married,Self-employed,3,PhD,Excellent,1.86,94.58,27.34,0,0,AB-,1,Never,2021-10-07,NULL,+913859683081,None,766,1,0
5617,"David Smith",NULL,NULL,1965-04-24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,david.smith@outlook.com,NULL,NULL,NULL,NULL,NULL
5618,"Craig House",71,Male,1954-01-20,Chicago,"United States",133408.33,133.41,Divorced,Retired,0,PhD,Good,1.80,74.75,23.07,1,1,A+,0,Rarely,2023-02-11,craig.house@yahoo.com,+19507309489,Shellfish,606,1,1
5619,"Mathew Howard",42,Male,1983-02-13,Rome,Italy,41133.81,41.13,Single,Unemployed,0,NULL,Poor,1.57,89.93,36.48,0,0,A-,1,Occasionally,2023-11-19,mathew.howard@outlook.com,+394034208143,None,666,1,0
5620,"Maria Lopez",66,"Prefer not to say",1959-02-27,Chicago,"United States",144075.45,144.08,Divorced,Retired,3,Master,Poor,1.73,117.92,39.40,1,1,O+,0,Often,2023-10-16,maria.lopez@yahoo.com,+14877460488,Pollen,628,1,1
5621,"Lawrence Hughes",28,Male,1997-12-02,Munich,Germany,91144.89,91.14,Single,Employed,0,Bachelor,Good,1.55,116.88,48.65,0,0,B-,1,Rarely,2021-01-04,lawrence.hughes@gmail.com,+496171641592,Pollen,536,1,1
5622,"Aaron Martinez",25,Male,2000-04-29,Sydney,Australia,139069.88,139.07,Single,Employed,0,Bachelor,Poor,1.71,59.61,20.39,0,0,AB+,0,Often,2022-02-18,aaron.martinez@hotmail.com,+61007008418,Nuts,377,0,1
5623,"Raymond Hernandez",39,Male,1986-10-12,"New York","United States",80654.78,80.65,Widowed,NULL,3,PhD,Good,1.73,96.48,32.24,1,1,B-,0,Occasionally,2020-03-03,NULL,+17975716133,Pollen,850,1,1
5624,"Richard Hurst",24,Male,2001-03-28,Rome,Italy,146377.49,146.38,Divorced,Self-employed,0,Bachelor,Fair,2.00,99.35,24.84,1,0,O-,0,Rarely,2020-03-05,richard.hurst@gmail.com,+391203336281,None,544,0,1
5625,"Kyle Stephens",49,Male,1976-10-26,Sydney,Australia,79464.54,79.46,Married,Unemployed,0,Bachelor,Fair,1.53,75.76,32.36,0,NULL,O+,0,Rarely,2021-04-29,kyle.stephens@gmail.com,+61432915945,Nuts,376,0,1
5626,"Megan Mitchell",NULL,NULL,1958-06-01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,megan.mitchell@outlook.com,NULL,NULL,NULL,NULL,NULL
5627,"Joseph Nelson",43,Male,1982-04-30,Munich,Germany,72867.36,72.87,Single,Self-employed,0,Bachelor,Good,1.77,103.02,32.88,1,1,A-,1,Occasionally,2021-11-27,joseph.nelson@yahoo.com,+499050410871,Pollen,371,1,0
5628,"Thomas Gallegos",30,"Prefer not to say",1995-08-04,Dubai,"United Arab Emirates",73812.24,73.81,Married,Employed,4,PhD,Fair,1.64,NULL,NULL,1,0,A+,0,Often,2023-10-27,thomas.gallegos@outlook.com,+971388604346,Dairy,776,0,1
5629,"Grace Krueger",49,Female,1976-11-27,Berlin,Germany,44508.59,44.51,Single,NULL,0,Bachelor,Fair,1.51,63.77,27.97,0,0,O+,1,Rarely,2022-09-26,grace.krueger@gmail.com,+494831224847,Pollen,316,1,0
5630,"Anthony Jones",25,Male,2000-07-30,"Abu Dhabi","United Arab Emirates",110753.28,110.75,Widowed,Employed,5,Bachelor,Poor,1.90,90.89,25.18,1,1,A+,0,Occasionally,2023-02-23,anthony.jones@yahoo.com,+971970330476,Pollen,834,0,0
5631,"Antonio Nelson",51,Male,1974-08-29,Kyoto,Japan,73203.25,73.20,Single,Unemployed,0,Master,Excellent,1.67,76.28,27.35,1,1,O+,1,Never,2022-02-07,antonio.nelson@yahoo.com,+817827126154,Nuts,848,1,0
5632,"Richard Castro",66,Non-binary,1959-01-18,Chicago,"United States",46620.47,46.62,Divorced,Retired,2,Master,Poor,1.75,61.93,20.22,1,1,B+,1,Never,2021-01-18,richard.castro@yahoo.com,+12447683292,None,445,1,0
5633,"Gary Benjamin",29,Non-binary,1996-09-05,"New York","United States",38171.03,38.17,Widowed,Self-employed,2,Bachelor,Good,NULL,63.46,NULL,0,0,AB-,1,Occasionally,2023-09-12,NULL,+18111786253,None,499,1,1
5634,"Adam Roy",NULL,Male,1981-01-09,"New York","United States",136034.70,136.03,Widowed,Self-employed,1,PhD,Excellent,1.72,85.62,28.94,1,0,A-,0,Often,2023-08-19,adam.roy@outlook.com,+13517328728,Shellfish,630,1,0
5635,"Andrew Hall",30,Male,1995-10-10,Bangkok,Thailand,96543.90,96.54,Widowed,Self-employed,0,Master,Poor,1.58,119.01,47.67,0,0,A+,0,Often,2023-08-08,andrew.hall@outlook.com,+66267110439,None,834,0,0
5636,"Joseph Garner",72,"Prefer not to say",1953-03-25,Milan,Italy,66606.38,66.61,Single,Retired,0,NULL,Good,1.54,97.08,40.93,1,1,O-,1,Occasionally,2022-05-02,joseph.garner@yahoo.com,+398139707279,Pollen,656,0,0
5637,"Ronald Davidson",NULL,"Prefer not to say",1971-12-17,Houston,"United States",41178.21,41.18,Married,Employed,2,Bachelor,Poor,1.78,91.70,28.94,1,1,AB-,1,Occasionally,2021-06-03,NULL,+11328892770,None,416,0,0
5638,"Maria Evans",27,"Prefer not to say",1998-12-27,Singapore,Singapore,116698.24,116.70,Single,Self-employed,0,Bachelor,Good,1.85,63.73,18.62,0,0,A-,0,Often,2021-05-05,NULL,+6581804757,Dairy,392,1,0
5639,"Daniel Washington",39,Male,1986-09-14,Toronto,Canada,138434.31,138.43,Divorced,NULL,2,Master,Fair,NULL,50.31,NULL,0,0,AB-,1,Never,2023-03-27,NULL,+16646073307,Nuts,471,1,0
5640,"Amanda Flores",40,Female,1985-05-19,Paris,France,146009.58,146.01,Widowed,Employed,0,PhD,Good,1.78,117.37,37.04,1,1,O+,1,Rarely,2020-09-06,amanda.flores@outlook.com,+33926036806,Dairy,314,1,0
5641,"Dr. Mark Garza",44,Non-binary,1981-05-28,Lyon,France,78288.39,78.29,Married,Employed,0,Bachelor,Good,1.60,NULL,NULL,0,0,B+,0,Never,2023-10-08,dr..garza@outlook.com,+33320168443,Nuts,441,1,0
5642,"Nicole Taylor DVM",34,"Prefer not to say",1991-04-23,Delhi,India,78561.69,78.56,Divorced,NULL,0,PhD,Good,1.91,72.04,19.75,0,NULL,B+,0,Occasionally,2020-10-28,nicole.dvm@gmail.com,+913187786238,Nuts,457,1,0
5643,"Christopher White",20,Male,2005-12-24,Bangkok,Thailand,89461.15,89.46,Divorced,Self-employed,1,"High School",Good,1.76,81.38,26.27,1,1,AB+,1,Never,2021-09-28,christopher.white@yahoo.com,+66994943734,Dairy,574,0,1
5644,"Evelyn Sexton",48,Female,1977-05-24,Paris,France,128667.93,128.67,Widowed,Unemployed,5,Bachelor,Excellent,1.94,85.52,22.72,1,0,B-,1,Occasionally,2021-09-15,evelyn.sexton@gmail.com,+33491958510,Pollen,525,1,0
5645,"Billy Brooks",NULL,Non-binary,1950-02-17,Berlin,Germany,52028.40,52.03,Single,Retired,0,Master,Excellent,1.70,113.46,39.26,0,0,A+,0,Occasionally,2023-10-05,billy.brooks@hotmail.com,+492616089030,Shellfish,641,0,1
5646,"Laura Pratt",66,Female,1959-04-01,Munich,Germany,99868.76,99.87,Single,Retired,0,PhD,Good,1.67,113.07,40.54,0,0,AB+,1,Often,2020-05-27,laura.pratt@gmail.com,+496804292927,None,787,0,0
5647,"Raven Sexton",70,Non-binary,1955-06-05,Milan,Italy,30427.66,30.43,Married,Retired,5,Master,Good,1.65,51.08,18.76,0,0,AB-,1,Rarely,2021-02-02,raven.sexton@hotmail.com,+398948878652,Nuts,670,0,1
5648,"Mark Williams",30,Male,1995-11-21,Dubai,"United Arab Emirates",89679.37,89.68,Single,Unemployed,0,PhD,Good,1.86,64.06,18.52,0,0,AB+,1,Occasionally,2023-03-21,mark.williams@hotmail.com,+971347004048,Shellfish,789,0,0
5649,"William Ray",73,Male,1952-09-26,Manchester,"United Kingdom",116206.56,116.21,Married,NULL,2,Bachelor,Excellent,1.61,83.26,32.12,0,0,AB-,0,Occasionally,2023-05-22,william.ray@yahoo.com,+449382407407,Nuts,422,1,0
5650,"Frederick Marks",71,Male,1954-09-28,Rome,Italy,45150.52,45.15,Divorced,Retired,5,PhD,Excellent,1.76,95.14,30.71,0,0,O+,1,Occasionally,2020-01-04,frederick.marks@gmail.com,+391232425460,Dairy,510,1,1
5651,"Lori Watson",22,Female,2003-03-22,Houston,"United States",32454.64,32.45,Single,Employed,0,Bachelor,Poor,1.63,56.28,21.18,1,0,B+,0,Often,2020-03-15,lori.watson@hotmail.com,+19903758886,Shellfish,704,1,1
5652,"Larry Baldwin",34,Male,1991-04-17,Singapore,Singapore,38967.28,38.97,Married,NULL,3,Master,Fair,1.94,79.04,21.00,0,0,AB+,0,Occasionally,2021-09-29,larry.baldwin@hotmail.com,+6557449445,Shellfish,532,0,1
5653,"James Carey",54,Male,1971-10-20,Phoenix,"United States",50705.22,50.71,Married,Employed,1,Bachelor,Excellent,1.99,53.54,13.52,1,0,A-,0,Rarely,2020-11-12,james.carey@outlook.com,+14635513199,Shellfish,380,0,1
5654,"Stacey George",41,Female,1984-12-29,Berlin,Germany,35306.86,35.31,Divorced,Employed,0,Master,Excellent,1.75,86.50,28.24,0,0,A+,0,Never,2023-01-18,stacey.george@gmail.com,+494130169937,Shellfish,723,0,0
5655,"Joseph Davis",56,"Prefer not to say",1969-08-03,Kyoto,Japan,43263.73,43.26,Single,Self-employed,0,Master,Good,NULL,87.55,NULL,1,1,AB-,0,Rarely,2022-07-20,joseph.davis@yahoo.com,+811600699585,Nuts,645,1,1
5656,"Juan Anderson",47,Non-binary,1978-11-19,Houston,"United States",30027.47,30.03,Married,Employed,1,Master,Fair,1.87,78.25,22.38,0,0,B-,1,Never,2021-01-25,juan.anderson@hotmail.com,+14897211939,Dairy,618,1,1
